id_cliente,edad,sexo,ciudad,segmento_cliente,canal_adquisicion,cliente_premium,usa_cupon,dispositivo,visitas_sitio_mes,paginas_vistas,tiempo_promedio_sitio_min,compras_previas,dias_desde_ultima_compra,score_fidelizacion,carrito_abandonado_pct,monto_promedio_compra
10442,31.0,Mujer,Santiago,Premium,Email,No,No,Tablet,44,23,12.37,7,35,92.0,31.53,102713.5
10443,64.0,Hombre,Valparaíso,Oro,Instagram,No,No,Desktop,18,14,6.68,4,34,70.0,36.23,36562.03
10444,53.0,Mujer,Rancagua,Plata,Referido,No,No,Mobile,30,13,9.79,5,67,74.0,37.67,51896.83
10445,43.0,Mujer,Temuco,Oro,Email,No,No,Desktop,28,16,10.0,2,65,63.0,20.1,54581.81
10446,63.0,Mujer,La Serena,Premium,Email,Sí,No,Desktop,43,25,17.47,9,0,100.0,31.64,99191.42
10447,43.0,Hombre,Puerto Montt,Plata,Instagram,No,No,Mobile,19,15,10.82,4,64,74.0,38.16,45945.95
10448,47.0,Mujer,Valparaíso,Plata,Orgánico,No,No,Desktop,5,1,2.07,3,40,67.0,23.55,6065.61
10449,66.0,Hombre,Puerto Montt,Bronce,Instagram,No,No,Mobile,20,13,5.85,1,114,45.0,38.24,23920.98
10450,33.0,Mujer,Santiago,Bronce,Instagram,No,No,Desktop,16,9,9.75,3,64,39.0,34.2,27685.82
10451,23.0,Mujer,Concepción,Oro,Instagram,No,No,Mobile,28,7,7.29,6,20,87.0,37.16,60010.88
10452,51.0,Hombre,La Serena,Plata,Instagram,Sí,Sí,Desktop,30,23,13.47,11,27,85.0,14.39,68949.41
10453,69.0,Hombre,Rancagua,Plata,Google Ads,Sí,Sí,Mobile,22,18,13.17,10,25,100.0,32.15,77957.8
10454,53.0,Hombre,La Serena,Oro,Orgánico,No,Sí,Desktop,22,20,8.04,8,0,100.0,36.09,68635.27
10455,44.0,Hombre,Puerto Montt,Bronce,Orgánico,No,Sí,Mobile,18,13,10.0,4,72,68.0,48.23,35647.21
10456,,Hombre,La Serena,Bronce,Referido,No,No,Mobile,14,14,7.64,4,62,75.0,45.66,28297.56
10457,21.0,Hombre,Valparaíso,Premium,organico,No,Sí,Mobile,34,14,15.24,6,70,74.0,51.7,43164.83
10458,44.0,Hombre,,Plata,Email,No,No,Mobile,28,24,11.37,4,91,64.0,23.26,53658.26
10459,70.0,Mujer,Rancagua,Bronce,Email,No,No,Mobile,28,26,,4,57,45.0,33.19,35547.92
10460,65.0,Hombre,Antofagasta,Plata,Referido,No,No,Mobile,42,27,12.47,7,83,65.0,36.05,73134.53
10461,30.0,Mujer,Santiago,Oro,Orgánico,No,Sí,Mobile,25,19,11.46,10,33,91.0,19.28,48936.66
10462,69.0,Hombre,Temuco,Bronce,Google Ads,No,Sí,Mobile,18,17,5.87,3,35,59.0,53.43,29007.08
10463,45.0,Mujer,Antofagasta,Premium,Email,No,Sí,Desktop,35,20,9.58,6,17,70.0,47.86,70595.28
10464,18.0,Mujer,Valparaíso,Plata,Instagram,Sí,No,Mobile,25,23,16.05,9,11,97.0,18.33,86044.93
10465,38.0,Hombre,Temuco,Oro,Google Ads,No,Sí,Tablet,23,14,8.69,8,24,84.0,42.36,41352.02
10466,25.0,Hombre,Valparaíso,Bronce,Instagram,No,No,Tablet,21,9,12.97,8,71,79.0,18.35,47758.11
10467,30.0,Hombre,Santiago,Bronce,Orgánico,No,No,Mobile,11,23,10.55,4,87,58.0,34.32,35806.61
10468,22.0,Hombre,Rancagua,Plata,Orgánico,No,No,Mobile,26,15,9.37,4,31,57.0,40.11,31183.83
10469,50.0,Mujer,Puerto Montt,Bronce,Email,No,No,Mobile,18,16,10.12,7,28,78.0,15.03,40112.32
10470,65.0,Hombre,Concepción,Bronce,Instagram,No,No,Tablet,14,10,5.18,2,89,35.0,30.44,25207.81
10471,64.0,Mujer,Temuco,Plata,Google Ads,No,No,Mobile,21,13,7.35,6,64,85.0,21.95,49848.34
10472,45.0,Hombre,La Serena,Bronce,Referido,No,No,Desktop,21,16,14.36,8,32,86.0,25.53,58254.12
10473,60.0,Mujer,Santiago,Premium,Email,Sí,Sí,Mobile,39,23,11.78,8,13,100.0,27.53,94200.42
10474,33.0,Hombre,La Serena,Plata,Instagram,No,No,Tablet,38,14,10.28,7,0,88.0,16.25,68236.79
10475,48.0,Mujer,Temuco,Plata,Referido,No,Sí,Desktop,23,18,10.35,3,75,61.0,47.15,48550.16
10476,45.0,Hombre,Antofagasta,Plata,Google Ads,No,Sí,Mobile,18,18,9.01,4,28,75.0,42.75,45072.58
10477,25.0,Mujer,Valparaíso,Plata,Orgánico,No,Sí,Tablet,17,6,7.17,3,53,66.0,34.03,26071.5
10478,29.0,Hombre,Concepción,Premium,Orgánico,No,No,Tablet,39,22,5.39,6,84,72.0,40.27,73473.34
10479,48.0,Mujer,Santiago,Bronce,Referido,Sí,Sí,Mobile,32,34,16.16,10,36,100.0,43.93,96241.82
10480,18.0,Mujer,La Serena,Premium,Orgánico,No,Sí,Mobile,30,11,8.04,6,40,75.0,28.44,60082.9
10481,64.0,Mujer,La Serena,Plata,Instagram,No,Sí,Tablet,24,13,5.96,9,45,85.0,42.62,46394.57
10482,60.0,Hombre,Rancagua,Premium,Instagram,No,Sí,Mobile,27,26,14.93,8,9,96.0,44.03,54357.42
10483,46.0,Mujer,Temuco,Plata,Orgánico,No,Sí,Tablet,41,27,8.58,7,36,82.0,10.59,83381.38
10484,21.0,Mujer,Puerto Montt,Bronce,Google Ads,Sí,Sí,Desktop,13,19,5.91,4,76,67.0,30.03,24818.11
10485,55.0,Mujer,Puerto Montt,Oro,Orgánico,No,No,Tablet,34,26,10.15,2,46,50.0,42.41,78163.07
10486,50.0,Mujer,Concepción,Oro,Email,No,Sí,Desktop,38,32,9.64,5,49,79.0,36.63,62241.19
10487,52.0,Hombre,Concepción,Bronce,Orgánico,No,No,Desktop,22,6,7.42,4,58,63.0,47.14,22632.89
10488,51.0,Hombre,Rancagua,Oro,Orgánico,No,No,Tablet,38,28,9.69,13,27,100.0,32.29,67693.98
10489,31.0,Hombre,La Serena,Premium,Instagram,No,No,Desktop,29,20,7.82,5,36,83.0,47.28,63142.99
10490,27.0,Hombre,La Serena,Plata,Google Ads,No,Sí,Tablet,25,22,6.92,4,26,69.0,46.01,34772.8
10491,42.0,Hombre,La Serena,Bronce,Google Ads,No,Sí,Desktop,12,6,8.87,2,82,63.0,26.68,43297.83
10492,40.0,Mujer,Antofagasta,Bronce,Instagram,No,No,Mobile,20,14,6.25,7,32,98.0,49.27,50858.37
10493,36.0,Mujer,Puerto Montt,Bronce,Instagram,No,Sí,Mobile,15,3,3.37,4,90,63.0,52.37,28971.87
10494,53.0,Hombre,Rancagua,Plata,Email,Sí,Sí,Desktop,39,17,13.07,9,5,96.0,13.91,100831.74
10495,60.0,Hombre,Santiago,Bronce,Google Ads,No,No,Mobile,26,15,8.15,7,67,77.0,21.56,51541.76
10496,41.0,Mujer,Concepción,Bronce,Instagram,No,Sí,Desktop,21,16,9.09,4,44,47.0,24.07,69801.34
10497,41.0,Mujer,La Serena,Bronce,Instagram,No,No,Mobile,18,15,7.46,6,4,80.0,51.85,36245.7
10498,33.0,Mujer,Antofagasta,Bronce,Orgánico,No,No,Mobile,21,15,9.66,4,89,60.0,25.62,36922.82
10499,59.0,Mujer,Concepción,Bronce,Email,No,Sí,Desktop,14,16,9.23,2,89,60.0,30.91,28649.07
10500,44.0,Mujer,Concepción,Premium,Orgánico,Sí,No,Mobile,51,26,12.24,10,37,92.0,44.33,84052.46
10501,24.0,Hombre,La Serena,Plata,Referido,No,No,Tablet,25,19,11.78,2,59,64.0,24.24,48018.83
10502,70.0,Mujer,Rancagua,Premium,Orgánico,No,No,Mobile,40,25,12.69,4,35,84.0,28.01,52138.03
10503,43.0,Mujer,Temuco,Oro,Orgánico,No,Sí,Desktop,38,14,10.96,8,43,97.0,22.74,64106.52
10504,19.0,Mujer,Rancagua,Plata,Orgánico,No,No,Mobile,34,22,9.35,4,73,69.0,47.5,70828.45
10505,23.0,Mujer,CONCEPCIÓN,Premium,Instagram,No,No,Tablet,21,17,14.78,4,50,67.0,23.29,59631.18
10506,19.0,Mujer,Puerto Montt,Oro,Email,No,Sí,Mobile,39,26,7.25,8,37,89.0,42.12,73573.42
10507,58.0,Mujer,La Serena,Plata,Google Ads,No,No,Mobile,29,14,8.46,9,4,92.0,15.31,69763.96
10508,29.0,Mujer,La Serena,Premium,Email,No,Sí,Mobile,38,33,16.39,7,13,100.0,40.08,92040.22
10509,31.0,Mujer,Temuco,Plata,Orgánico,Sí,Sí,Desktop,29,20,16.7,11,19,96.0,10.21,87847.58
10510,35.0,Hombre,Valparaíso,Plata,Instagram,No,No,Desktop,19,13,9.43,5,85,67.0,20.44,34694.38
10511,56.0,Mujer,Santiago,Plata,Referido,No,Sí,Mobile,31,28,14.48,3,73,67.0,23.81,32481.29
10512,28.0,Hombre,Valparaíso,Bronce,Instagram,No,No,Mobile,19,20,8.16,6,71,73.0,34.2,36592.66
10513,52.0,Mujer,Concepción,Bronce,Google Ads,No,Sí,Mobile,9,25,15.23,0,88,39.0,39.64,36759.2
10514,67.0,Hombre,Puerto Montt,Plata,Email,Sí,No,Desktop,30,21,10.11,6,54,94.0,40.56,82943.8
10515,32.0,Mujer,Santiago,Plata,Email,No,Sí,Desktop,26,21,14.24,4,36,62.0,29.81,61420.7
10516,57.0,Mujer,Santiago,Oro,Instagram,No,No,Desktop,20,13,8.34,4,55,54.0,28.79,29659.42
10517,29.0,Mujer,Concepción,Oro,Google Ads,No,No,Desktop,22,8,8.21,0,47,43.0,37.47,19897.38
10518,50.0,Mujer,Santiago,Bronce,Instagram,No,Sí,Desktop,14,11,0.5,3,98,52.0,20.6,14547.49
10519,19.0,Hombre,Concepción,Oro,Email,No,No,Desktop,26,24,11.73,7,57,100.0,25.52,62323.17
10520,70.0,Mujer,La Serena,Plata,Google Ads,No,No,Desktop,19,15,6.5,6,64,44.0,33.67,14232.62
10521,53.0,Mujer,Puerto Montt,Plata,Orgánico,No,Sí,Desktop,14,17,7.52,9,14,98.0,32.99,29039.23
10522,50.0,Mujer,Rancagua,Bronce,Instagram,No,No,Mobile,26,15,11.76,4,57,62.0,30.87,36738.23
10523,70.0,Hombre,Santiago,Plata,Referido,No,No,Desktop,21,12,8.89,3,93,39.0,18.28,44540.32
10524,18.0,Mujer,Santiago,Bronce,Google Ads,No,Sí,Mobile,13,29,12.4,7,10,94.0,45.65,37528.38
10525,33.0,Mujer,Antofagasta,Bronce,Referido,No,No,Desktop,78,36,9.22,8,49,73.0,37.61,214011.74
10526,25.0,Hombre,Temuco,Plata,Instagram,Sí,No,Desktop,50,31,16.58,9,26,100.0,15.21,113265.12
10527,40.0,Hombre,Temuco,Premium,Referido,No,Sí,Desktop,27,17,4.08,4,17,88.0,33.02,47052.37
10528,48.0,Mujer,Temuco,Premium,Email,No,No,Mobile,28,18,12.51,6,14,81.0,17.8,68751.75
10529,62.0,Mujer,Temuco,Bronce,Orgánico,No,No,Desktop,16,12,7.94,6,0,73.0,9.62,47441.03
10530,19.0,Hombre,Rancagua,Premium,Instagram,No,Sí,Mobile,27,23,15.1,10,0,100.0,27.06,73540.83
10531,61.0,Hombre,Antofagasta,Oro,Google Ads,No,No,Desktop,35,21,10.2,5,0,74.0,35.3,71251.1
10532,58.0,Hombre,Valparaíso,Bronce,Referido,No,Sí,Mobile,16,6,4.93,5,48,68.0,55.32,22453.75
10533,62.0,Hombre,Temuco,Plata,Referido,No,Sí,Mobile,25,14,10.36,5,60,,19.92,71787.8
10534,63.0,Mujer,Rancagua,Bronce,Instagram,No,No,Mobile,15,16,7.75,9,49,79.0,38.42,28599.75
10535,25.0,Hombre,Antofagasta,Bronce,Referido,Sí,Sí,Mobile,17,3,6.44,9,0,95.0,44.13,65707.45
10536,64.0,Mujer,Puerto Montt,Bronce,Instagram,No,No,Desktop,10,16,8.85,4,54,48.0,23.07,33452.68
10537,66.0,Hombre,Rancagua,Bronce,Instagram,No,No,Mobile,16,12,7.02,3,77,71.0,28.49,37807.15
10538,55.0,Hombre,Valparaíso,Plata,Orgánico,No,No,Mobile,28,7,6.01,8,32,73.0,18.38,37787.2
10539,21.0,Mujer,Santiago,Plata,Google Ads,Sí,No,Mobile,32,16,14.51,14,0,100.0,31.58,69879.88
10540,66.0,Hombre,La Serena,Plata,Orgánico,No,Sí,Desktop,33,32,13.81,8,15,75.0,26.02,74083.79
10541,55.0,Mujer,Concepción,Oro,Orgánico,No,Sí,Desktop,20,10,8.97,7,68,69.0,35.52,60653.62
10542,53.0,Hombre,Puerto Montt,Bronce,Google Ads,Sí,Sí,Desktop,13,13,12.02,7,63,78.0,46.35,58984.44
10543,60.0,Hombre,,Oro,Orgánico,No,No,Mobile,29,12,8.4,7,51,,24.84,55269.42
10544,65.0,Mujer,Puerto Montt,Oro,Referido,No,No,Mobile,28,23,5.19,7,62,73.0,32.1,49703.55
10545,59.0,Mujer,Santiago,Premium,Google Ads,No,No,Tablet,37,26,14.62,4,23,84.0,47.42,82222.2
10546,57.0,Hombre,La Serena,Plata,Instagram,Sí,No,Desktop,26,24,13.55,14,37,100.0,18.52,80412.78
10547,40.0,Hombre,Temuco,Bronce,Orgánico,No,Sí,Mobile,18,19,9.1,9,39,89.0,26.52,49986.46
10548,42.0,Mujer,Concepción,Bronce,Email,No,No,Desktop,19,11,7.72,4,62,58.0,31.26,38677.46
10549,45.0,Hombre,Puerto Montt,Plata,Orgánico,No,No,Desktop,22,15,7.2,5,15,90.0,29.65,40009.28
10550,66.0,Mujer,Antofagasta,Plata,Referido,No,Sí,Desktop,21,20,15.18,8,39,82.0,19.61,65758.37
10551,20.0,Otro,Valparaíso,Premium,Referido,No,No,Desktop,42,27,15.64,8,13,87.0,10.07,74888.69
10552,29.0,Mujer,Concepción,Plata,Referido,No,Sí,Desktop,22,11,7.6,9,0,98.0,41.97,55233.09
10553,55.0,Hombre,Concepción,Bronce,Email,No,Sí,Desktop,20,21,9.78,2,81,49.0,44.52,32612.96
10554,66.0,Mujer,Rancagua,Oro,Orgánico,Sí,No,Desktop,51,24,18.82,11,5,100.0,21.58,135066.58
10555,32.0,Hombre,Santiago,Plata,Instagram,No,No,Mobile,18,21,10.32,7,67,72.0,40.86,46411.69
10556,40.0,Hombre,Concepción,Premium,Google Ads,No,No,Desktop,37,13,4.57,7,45,95.0,26.02,61797.0
10557,51.0,Mujer,Antofagasta,Bronce,Orgánico,No,No,Tablet,20,7,4.81,6,60,70.0,28.55,26727.03
10558,30.0,Mujer,Puerto Montt,Bronce,Email,Sí,No,Mobile,23,19,11.8,8,12,94.0,36.82,66764.7
10559,19.0,Hombre,La Serena,Oro,Instagram,No,No,Mobile,35,25,9.71,6,24,79.0,25.47,76202.36
10560,42.0,Mujer,Rancagua,Bronce,Orgánico,No,No,Mobile,10,11,7.65,3,82,54.0,23.15,33127.12
10561,22.0,Mujer,Puerto Montt,Plata,Referido,No,Sí,Tablet,31,29,10.42,10,19,89.0,39.46,74719.13
10562,19.0,Mujer,Puerto Montt,Oro,Orgánico,No,Sí,Tablet,22,8,8.02,4,35,71.0,31.02,30645.06
10563,60.0,Mujer,Temuco,Oro,Email,No,Sí,Desktop,35,24,12.95,10,18,100.0,26.1,84830.61
10564,58.0,Mujer,La Serena,Premium,Email,Sí,Sí,Desktop,40,22,11.08,8,1,91.0,27.14,72615.5
10565,20.0,Mujer,Valparaíso,Bronce,Google Ads,Sí,No,Mobile,15,6,9.34,5,63,72.0,23.11,56324.49
10566,35.0,Mujer,Santiago,Plata,Instagram,No,Sí,Mobile,22,29,9.08,7,57,59.0,30.72,30940.73
10567,56.0,Otro,Puerto Montt,premium,Google Ads,No,No,Mobile,23,11,6.88,7,33,68.0,38.14,52346.38
10568,65.0,Mujer,Valparaíso,Oro,Email,No,Sí,Desktop,28,23,6.08,5,31,92.0,30.84,42133.13
10569,43.0,Hombre,Antofagasta,Plata,Email,No,Sí,Tablet,18,29,14.49,7,43,78.0,27.8,62212.46
10570,34.0,Mujer,Rancagua,Plata,Google Ads,Sí,Sí,Desktop,31,17,8.65,4,8,88.0,16.28,81225.89
10571,62.0,Mujer,Puerto Montt,Bronce,Email,No,Sí,Tablet,20,7,3.79,5,46,74.0,22.92,37066.67
10572,69.0,Hombre,Rancagua,Bronce,Orgánico,No,Sí,Desktop,28,25,10.14,9,15,86.0,39.16,89430.38
10573,64.0,Mujer,Antofagasta,Premium,Instagram,No,No,Mobile,48,18,,8,9,84.0,37.1,76606.25
10574,29.0,Hombre,Temuco,Plata,Email,No,Sí,Desktop,17,11,6.03,11,36,89.0,44.82,53684.25
10575,44.0,Hombre,Puerto Montt,Premium,Instagram,No,No,Desktop,31,17,15.93,9,23,99.0,29.35,57031.53
10576,25.0,Otro,Antofagasta,Bronce,Referido,Sí,Sí,Mobile,24,18,13.21,10,27,84.0,32.62,62788.28
10577,55.0,Mujer,Valparaíso,Bronce,Email,No,No,Desktop,12,4,7.74,6,57,69.0,25.59,36170.84
10578,41.0,Hombre,Puerto Montt,Bronce,Referido,No,No,Desktop,19,7,4.73,7,25,81.0,34.75,47308.31
10579,29.0,Hombre,Rancagua,Plata,Instagram,No,No,Mobile,19,18,11.3,6,28,91.0,47.34,37791.8
10580,27.0,Hombre,Puerto Montt,Plata,Orgánico,Sí,No,Mobile,30,20,12.99,11,19,100.0,46.23,82191.16
10581,55.0,Hombre,Concepción,Bronce,Orgánico,No,No,Desktop,23,16,10.79,9,3,96.0,29.55,71421.86
10582,61.0,Hombre,Concepción,Plata,Orgánico,Sí,Sí,Mobile,43,24,12.85,8,29,100.0,33.84,96399.35
10583,59.0,Mujer,Rancagua,Bronce,Orgánico,Sí,No,Desktop,26,21,11.33,10,27,100.0,35.79,72995.99
10584,36.0,Mujer,Temuco,Plata,Orgánico,No,Sí,Desktop,17,1,7.01,3,42,50.0,45.19,44048.18
10585,49.0,Mujer,Temuco,Plata,Orgánico,No,Sí,Tablet,25,32,14.84,7,62,86.0,39.25,57821.39
10586,27.0,Mujer,,Premium,Email,No,No,Desktop,29,18,6.58,9,15,,13.85,77413.53
10587,66.0,Otro,Rancagua,Plata,Google Ads,No,No,Mobile,22,7,4.57,4,51,81.0,39.55,49781.37
10588,64.0,Hombre,La Serena,Bronce,Instagram,Sí,No,Mobile,6,11,6.9,4,35,78.0,23.52,36775.98
10589,60.0,Hombre,Valparaíso,Oro,Google Ads,No,No,Mobile,37,22,9.17,4,45,51.0,37.38,72566.48
10590,37.0,Hombre,Antofagasta,Oro,Instagram,No,Sí,Desktop,24,17,9.5,6,5,90.0,42.97,63111.18
10591,61.0,Hombre,La Serena,Premium,Email,No,No,Mobile,32,33,13.18,2,39,58.0,45.77,62695.36
10592,36.0,Mujer,Valparaíso,Oro,Email,No,No,Mobile,22,14,10.32,2,39,83.0,34.14,29299.61
10593,58.0,Hombre,Puerto Montt,Plata,Instagram,No,Sí,Mobile,18,11,8.0,3,54,56.0,40.83,62050.98
10594,66.0,Mujer,Valparaíso,Plata,Instagram,Sí,No,Desktop,29,33,9.37,5,42,78.0,38.78,79412.65
10595,65.0,Mujer,Antofagasta,Bronce,Email,No,No,Mobile,20,12,6.67,4,90,64.0,37.44,34507.04
10596,63.0,Hombre,Puerto Montt,Premium,Google Ads,No,Sí,Mobile,45,16,9.66,11,52,100.0,26.95,99781.33
10597,19.0,Hombre,Antofagasta,Oro,Referido,Sí,Sí,Mobile,46,33,17.61,7,14,88.0,28.34,93426.69
10598,57.0,Mujer,Rancagua,Plata,Referido,No,Sí,Desktop,26,10,5.46,6,74,62.0,29.91,50664.95
10599,33.0,Mujer,Santiago,Bronce,Instagram,No,No,Desktop,19,1,3.66,5,59,73.0,45.92,35500.83
10600,49.0,Hombre,La Serena,Bronce,Google Ads,Sí,Sí,Mobile,44,24,16.13,10,39,100.0,10.88,87053.47
10601,69.0,Hombre,Antofagasta,Plata,Google Ads,No,Sí,Mobile,26,21,13.43,9,45,90.0,34.67,39122.92
10602,61.0,Mujer,Santiago,Bronce,Instagram,No,No,Desktop,23,13,6.97,4,65,45.0,47.96,41174.41
10603,45.0,Mujer,,Plata,Referido,No,Sí,Mobile,31,15,10.21,3,57,66.0,21.25,60903.26
10604,36.0,Mujer,Rancagua,Bronce,Instagram,No,Sí,Desktop,24,15,7.78,3,81,65.0,22.9,31440.88
10605,25.0,Hombre,Antofagasta,Plata,Google Ads,No,No,Mobile,26,14,6.49,9,31,100.0,36.75,54471.52
10606,29.0,Hombre,Antofagasta,Plata,Orgánico,No,No,Desktop,20,10,4.45,2,52,33.0,29.98,30046.26
10607,62.0,Mujer,Concepción,Bronce,Referido,No,No,Tablet,9,3,0.5,5,47,62.0,31.0,27570.12
10608,39.0,Mujer,Temuco,Bronce,Instagram,No,Sí,Mobile,22,20,12.38,2,84,16.0,34.57,33190.85
10609,29.0,Mujer,Temuco,Plata,Referido,No,No,Mobile,26,20,6.18,6,27,77.0,30.45,38418.68
10610,42.0,Mujer,Rancagua,Bronce,Email,No,Sí,Mobile,21,14,11.41,8,25,86.0,39.15,36741.39
10611,52.0,Hombre,Temuco,Oro,Email,No,No,Desktop,30,18,13.18,7,31,94.0,27.71,86518.11
10612,21.0,Hombre,Temuco,Bronce,Referido,No,No,Mobile,10,1,5.18,4,88,55.0,40.94,3073.86
10613,23.0,Mujer,Valparaíso,Plata,Orgánico,No,Sí,Mobile,22,4,6.58,4,55,66.0,29.85,54271.38
10614,35.0,Mujer,Concepción,Bronce,Email,No,Sí,Mobile,20,19,7.81,6,39,67.0,38.3,59724.45
10615,36.0,Mujer,La Serena,Bronce,Orgánico,No,No,Desktop,20,10,10.07,5,49,56.0,45.51,16319.41
10616,20.0,Hombre,Temuco,Bronce,Email,No,No,Mobile,33,30,17.12,3,41,67.0,25.07,68937.31
10617,52.0,Otro,Rancagua,Plata,Orgánico,No,No,Desktop,18,15,7.74,5,22,73.0,29.08,48109.09
10618,39.0,Hombre,Concepción,Bronce,Orgánico,No,Sí,Mobile,14,23,12.2,2,34,69.0,56.6,56996.27
10619,40.0,Mujer,Temuco,Bronce,Orgánico,No,No,Mobile,27,10,7.45,7,84,65.0,20.03,44794.77
10620,48.0,Hombre,Puerto Montt,Plata,Orgánico,No,Sí,Mobile,19,23,7.99,3,49,60.0,39.42,29201.96
10621,41.0,Mujer,La Serena,Plata,Referido,No,Sí,Desktop,30,20,15.69,6,57,81.0,28.28,55969.53
10622,52.0,Hombre,Valparaíso,Oro,Email,No,Sí,Desktop,32,12,11.34,3,60,,36.4,66582.07
10623,46.0,Mujer,La Serena,Bronce,Referido,No,No,Mobile,16,12,3.08,5,54,89.0,16.22,34546.43
10624,31.0,Mujer,Santiago,Plata,Orgánico,No,Sí,Desktop,18,22,9.11,4,41,64.0,32.94,63270.57
10625,22.0,Mujer,Rancagua,Bronce,Google Ads,No,No,Desktop,29,9,3.9,5,52,58.0,21.81,40627.55
10626,23.0,Mujer,Puerto Montt,Oro,Instagram,Sí,No,Mobile,40,7,11.15,12,0,100.0,25.45,95265.75
10627,,Hombre,Puerto Montt,Oro,Email,No,Sí,Mobile,50,34,18.74,7,34,80.0,19.02,118272.08
10628,53.0,Hombre,Santiago,Bronce,Referido,No,Sí,Mobile,13,9,13.05,7,61,71.0,32.83,46174.91
10629,29.0,Mujer,Rancagua,Plata,Google Ads,No,Sí,Desktop,14,12,7.55,3,66,45.0,41.46,35094.74
10630,60.0,Hombre,Antofagasta,Plata,Instagram,No,Sí,Mobile,23,9,7.75,3,56,57.0,34.83,47700.4
10631,56.0,Mujer,La Serena,Premium,Google Ads,No,No,Mobile,43,16,12.44,8,0,93.0,32.31,81810.59
10632,52.0,Mujer,Temuco,Plata,Google Ads,No,No,Mobile,33,16,10.83,9,56,68.0,17.89,69090.41
10633,55.0,Hombre,Santiago,Bronce,Email,No,Sí,Mobile,23,1,12.43,6,59,58.0,26.39,47071.13
10634,29.0,Mujer,Antofagasta,Premium,Referido,Sí,Sí,Mobile,43,23,11.53,11,5,100.0,19.46,94213.16
10635,29.0,Mujer,Puerto Montt,Oro,Referido,No,No,Mobile,29,22,11.09,6,18,93.0,42.23,73719.37
10636,35.0,Mujer,Concepción,Premium,Orgánico,No,No,Desktop,20,12,6.15,4,77,78.0,23.09,67152.67
10637,36.0,Hombre,Valparaíso,Oro,Email,No,No,Mobile,23,14,9.35,6,34,75.0,22.56,70389.36
10638,52.0,Mujer,Santiago,Oro,Instagram,No,No,Mobile,10,10,6.14,4,44,78.0,25.82,36206.98
10639,60.0,Mujer,Puerto Montt,ORO,Referido,No,No,Desktop,26,13,9.43,9,16,100.0,19.83,55452.48
10640,56.0,Mujer,Concepción,Premium,Referido,No,No,Mobile,43,20,12.2,10,19,100.0,39.36,96111.26
10641,39.0,Otro,Temuco,Plata,Instagram,No,Sí,tablet ,12,17,6.85,4,92,71.0,47.1,30301.17
10642,39.0,Hombre,Rancagua,Plata,Instagram,No,No,Desktop,25,15,9.45,3,82,45.0,20.22,39515.33
10643,36.0,Mujer,Temuco,Plata,organico,No,Sí,Desktop,14,18,11.96,5,41,86.0,31.63,34827.42
10644,38.0,Hombre,Valparaíso,Oro,Referido,No,No,Mobile,36,21,15.56,9,45,74.0,23.41,75567.48
10645,55.0,Hombre,Rancagua,Plata,Email,No,No,Mobile,10,18,10.16,5,49,60.0,24.25,36788.48
10646,41.0,Mujer,Concepción,Plata,Email,Sí,No,Mobile,25,27,8.73,8,29,100.0,23.84,66998.01
10647,61.0,Hombre,Valparaíso,Bronce,Orgánico,No,No,Mobile,24,11,8.49,3,65,51.0,40.2,45173.26
10648,26.0,Mujer,Rancagua,Oro,Google Ads,Sí,Sí,Mobile,24,17,6.11,6,24,96.0,37.66,73612.94
10649,36.0,Mujer,Santiago,Bronce,Referido,No,No,Mobile,5,5,5.02,2,53,64.0,43.19,20733.39
10650,28.0,Mujer,La Serena,Oro,Email,No,Sí,Mobile,29,13,8.25,10,56,83.0,34.15,45859.24
10651,28.0,Mujer,Valparaíso,Oro,Email,No,No,Mobile,29,26,10.7,9,8,100.0,30.46,52191.36
10652,22.0,Mujer,Valparaíso,Bronce,Orgánico,No,Sí,Mobile,14,18,8.76,3,80,62.0,32.97,26005.8
10653,59.0,Hombre,Antofagasta,Premium,Referido,No,No,Mobile,39,22,12.32,7,30,97.0,40.65,81121.78
10654,57.0,Hombre,Santiago,Premium,Google Ads,No,No,Mobile,29,10,11.34,7,21,91.0,39.99,64939.91
10655,,Mujer,La Serena,Premium,Orgánico,No,Sí,Desktop,41,15,9.3,7,31,100.0,31.62,71210.91
10656,18.0,Mujer,Santiago,Plata,Email,Sí,No,Desktop,22,20,8.27,9,19,98.0,32.05,66413.39
10657,34.0,Hombre,Puerto Montt,Oro,Orgánico,No,No,Mobile,21,10,8.61,5,51,76.0,35.84,65229.87
10658,22.0,Mujer,Antofagasta,Oro,Referido,No,No,Desktop,50,12,11.36,8,42,100.0,17.72,110331.88
10659,26.0,Mujer,Santiago,Bronce,Email,Sí,Sí,Desktop,12,8,9.67,7,56,70.0,38.77,47921.83
10660,45.0,Hombre,Concepción,Bronce,Referido,No,No,Mobile,14,11,8.69,5,68,62.0,26.29,45105.03
10661,68.0,Mujer,,Premium,Email,No,No,Mobile,25,20,7.86,6,61,81.0,7.44,45813.01
10662,36.0,Hombre,Concepción,Plata,Referido,No,No,Desktop,23,17,2.56,6,35,95.0,14.15,53819.96
10663,69.0,Hombre,Rancagua,Bronce,Orgánico,No,Sí,Tablet,15,14,5.22,3,35,53.0,29.35,53429.49
10664,68.0,Hombre,Puerto Montt,Plata,Referido,No,Sí,Desktop,36,26,12.49,6,37,73.0,30.67,79072.19
