edad,sexo,ciudad,segmento_cliente,canal_adquisicion,cliente_premium,usa_cupon,dispositivo,visitas_sitio_mes,paginas_vistas,tiempo_promedio_sitio_min,compras_previas,dias_desde_ultima_compra,score_fidelizacion,carrito_abandonado_pct,monto_promedio_compra
38.0,Hombre,Temuco,Oro,Google Ads,No,Sí,Tablet,23,14,8.69,8,24,84.0,42.36,41352.02
25.0,Hombre,Valparaíso,Bronce,Instagram,No,No,Tablet,21,9,12.97,8,71,79.0,18.35,47758.11
30.0,Hombre,Santiago,Bronce,Orgánico,No,No,Mobile,11,23,10.55,4,87,58.0,34.32,35806.61
22.0,Hombre,Rancagua,Plata,Orgánico,No,No,Mobile,26,15,9.37,4,31,57.0,40.11,31183.83
50.0,Mujer,Puerto Montt,Bronce,Email,No,No,Mobile,18,16,10.12,7,28,78.0,15.03,40112.32
65.0,Hombre,Concepción,Bronce,Instagram,No,No,Tablet,14,10,5.18,2,89,35.0,30.44,25207.81
64.0,Mujer,Temuco,Plata,Google Ads,No,No,Mobile,21,13,7.35,6,64,85.0,21.95,49848.34
45.0,Hombre,La Serena,Bronce,Referido,No,No,Desktop,21,16,14.36,8,32,86.0,25.53,58254.12
60.0,Mujer,Santiago,Premium,Email,Sí,Sí,Mobile,39,23,11.78,8,13,100.0,27.53,94200.42
33.0,Hombre,La Serena,Plata,Instagram,No,No,Tablet,38,14,10.28,7,0,88.0,16.25,68236.79
48.0,Mujer,Temuco,Plata,Referido,No,Sí,Desktop,23,18,10.35,3,75,61.0,47.15,48550.16
45.0,Hombre,Antofagasta,Plata,Google Ads,No,Sí,Mobile,18,18,9.01,4,28,75.0,42.75,45072.58
25.0,Mujer,Valparaíso,Plata,Orgánico,No,Sí,Tablet,17,6,7.17,3,53,66.0,34.03,26071.5
29.0,Hombre,Concepción,Premium,Orgánico,No,No,Tablet,39,22,5.39,6,84,72.0,40.27,73473.34
48.0,Mujer,Santiago,Bronce,Referido,Sí,Sí,Mobile,32,34,16.16,10,36,100.0,43.93,96241.82
18.0,Mujer,La Serena,Premium,Orgánico,No,Sí,Mobile,30,11,8.04,6,40,75.0,28.44,60082.9
64.0,Mujer,La Serena,Plata,Instagram,No,Sí,Tablet,24,13,5.96,9,45,85.0,42.62,46394.57
60.0,Hombre,Rancagua,Premium,Instagram,No,Sí,Mobile,27,26,14.93,8,9,96.0,44.03,54357.42
46.0,Mujer,Temuco,Plata,Orgánico,No,Sí,Tablet,41,27,8.58,7,36,82.0,10.59,83381.38
21.0,Mujer,Puerto Montt,Bronce,Google Ads,Sí,Sí,Desktop,13,19,5.91,4,76,67.0,30.03,24818.11
55.0,Mujer,Puerto Montt,Oro,Orgánico,No,No,Tablet,34,26,10.15,2,46,50.0,42.41,78163.07
50.0,Mujer,Concepción,Oro,Email,No,Sí,Desktop,38,32,9.64,5,49,79.0,36.63,62241.19
52.0,Hombre,Concepción,Bronce,Orgánico,No,No,Desktop,22,6,7.42,4,58,63.0,47.14,22632.89
51.0,Hombre,Rancagua,Oro,Orgánico,No,No,Tablet,38,28,9.69,13,27,100.0,32.29,67693.98
31.0,Hombre,La Serena,Premium,Instagram,No,No,Desktop,29,20,7.82,5,36,83.0,47.28,63142.99
27.0,Hombre,La Serena,Plata,Google Ads,No,Sí,Tablet,25,22,6.92,4,26,69.0,46.01,34772.8
42.0,Hombre,La Serena,Bronce,Google Ads,No,Sí,Desktop,12,6,8.87,2,82,63.0,26.68,43297.83
40.0,Mujer,Antofagasta,Bronce,Instagram,No,No,Mobile,20,14,6.25,7,32,98.0,49.27,50858.37
36.0,Mujer,Puerto Montt,Bronce,Instagram,No,Sí,Mobile,15,3,3.37,4,90,63.0,52.37,28971.87
53.0,Hombre,Rancagua,Plata,Email,Sí,Sí,Desktop,39,17,13.07,9,5,96.0,13.91,100831.74
60.0,Hombre,Santiago,Bronce,Google Ads,No,No,Mobile,26,15,8.15,7,67,77.0,21.56,51541.76
41.0,Mujer,Concepción,Bronce,Instagram,No,Sí,Desktop,21,16,9.09,4,44,47.0,24.07,69801.34
41.0,Mujer,La Serena,Bronce,Instagram,No,No,Mobile,18,15,7.46,6,4,80.0,51.85,36245.7
33.0,Mujer,Antofagasta,Bronce,Orgánico,No,No,Mobile,21,15,9.66,4,89,60.0,25.62,36922.82
59.0,Mujer,Concepción,Bronce,Email,No,Sí,Desktop,14,16,9.23,2,89,60.0,30.91,28649.07
44.0,Mujer,Concepción,Premium,Orgánico,Sí,No,Mobile,51,26,12.24,10,37,92.0,44.33,84052.46
24.0,Hombre,La Serena,Plata,Referido,No,No,Tablet,25,19,11.78,2,59,64.0,24.24,48018.83
70.0,Mujer,Rancagua,Premium,Orgánico,No,No,Mobile,40,25,12.69,4,35,84.0,28.01,52138.03
43.0,Mujer,Temuco,Oro,Orgánico,No,Sí,Desktop,38,14,10.96,8,43,97.0,22.74,64106.52
19.0,Mujer,Rancagua,Plata,Orgánico,No,No,Mobile,34,22,9.35,4,73,69.0,47.5,70828.45
23.0,Mujer,Concepción,Premium,Instagram,No,No,Tablet,21,17,14.78,4,50,67.0,23.29,59631.18
19.0,Mujer,Puerto Montt,Oro,Email,No,Sí,Mobile,39,26,7.25,8,37,89.0,42.12,73573.42
58.0,Mujer,La Serena,Plata,Google Ads,No,No,Mobile,29,14,8.46,9,4,92.0,15.31,69763.96
29.0,Mujer,La Serena,Premium,Email,No,Sí,Mobile,38,33,16.39,7,13,100.0,40.08,92040.22
31.0,Mujer,Temuco,Plata,Orgánico,Sí,Sí,Desktop,29,20,16.7,11,19,96.0,10.21,87847.58
35.0,Hombre,Valparaíso,Plata,Instagram,No,No,Desktop,19,13,9.43,5,85,67.0,20.44,34694.38
56.0,Mujer,Santiago,Plata,Referido,No,Sí,Mobile,31,28,14.48,3,73,67.0,23.81,32481.29
28.0,Hombre,Valparaíso,Bronce,Instagram,No,No,Mobile,19,20,8.16,6,71,73.0,34.2,36592.66
52.0,Mujer,Concepción,Bronce,Google Ads,No,Sí,Mobile,9,25,15.23,0,88,39.0,39.64,36759.2
67.0,Hombre,Puerto Montt,Plata,Email,Sí,No,Desktop,30,21,10.11,6,54,94.0,40.56,82943.8
32.0,Mujer,Santiago,Plata,Email,No,Sí,Desktop,26,21,14.24,4,36,62.0,29.81,61420.7
57.0,Mujer,Santiago,Oro,Instagram,No,No,Desktop,20,13,8.34,4,55,54.0,28.79,29659.42
29.0,Mujer,Concepción,Oro,Google Ads,No,No,Desktop,22,8,8.21,0,47,43.0,37.47,19897.38
50.0,Mujer,Santiago,Bronce,Instagram,No,Sí,Desktop,14,11,0.5,3,98,52.0,20.6,14547.49
19.0,Hombre,Concepción,Oro,Email,No,No,Desktop,26,24,11.73,7,57,100.0,25.52,62323.17
70.0,Mujer,La Serena,Plata,Google Ads,No,No,Desktop,19,15,6.5,6,64,44.0,33.67,14232.62
53.0,Mujer,Puerto Montt,Plata,Orgánico,No,Sí,Desktop,14,17,7.52,9,14,98.0,32.99,29039.23
50.0,Mujer,Rancagua,Bronce,Instagram,No,No,Mobile,26,15,11.76,4,57,62.0,30.87,36738.23
70.0,Hombre,Santiago,Plata,Referido,No,No,Desktop,21,12,8.89,3,93,39.0,18.28,44540.32
18.0,Mujer,Santiago,Bronce,Google Ads,No,Sí,Mobile,13,29,12.4,7,10,94.0,45.65,37528.38
33.0,Mujer,Antofagasta,Bronce,Referido,No,No,Desktop,78,36,9.22,8,49,73.0,37.61,214011.74
25.0,Hombre,Temuco,Plata,Instagram,Sí,No,Desktop,50,31,16.58,9,26,100.0,15.21,113265.12
40.0,Hombre,Temuco,Premium,Referido,No,Sí,Desktop,27,17,4.08,4,17,88.0,33.02,47052.37
48.0,Mujer,Temuco,Premium,Email,No,No,Mobile,28,18,12.51,6,14,81.0,17.8,68751.75
62.0,Mujer,Temuco,Bronce,Orgánico,No,No,Desktop,16,12,7.94,6,0,73.0,9.62,47441.03
19.0,Hombre,Rancagua,Premium,Instagram,No,Sí,Mobile,27,23,15.1,10,0,100.0,27.06,73540.83
61.0,Hombre,Antofagasta,Oro,Google Ads,No,No,Desktop,35,21,10.2,5,0,74.0,35.3,71251.1
58.0,Hombre,Valparaíso,Bronce,Referido,No,Sí,Mobile,16,6,4.93,5,48,68.0,55.32,22453.75
62.0,Hombre,Temuco,Plata,Referido,No,Sí,Mobile,25,14,10.36,5,60,,19.92,71787.8
63.0,Mujer,Rancagua,Bronce,Instagram,No,No,Mobile,15,16,7.75,9,49,79.0,38.42,28599.75
25.0,Hombre,Antofagasta,Bronce,Referido,Sí,Sí,Mobile,17,3,6.44,9,0,95.0,44.13,65707.45
64.0,Mujer,Puerto Montt,Bronce,Instagram,No,No,Desktop,10,16,8.85,4,54,48.0,23.07,33452.68
66.0,Hombre,Rancagua,Bronce,Instagram,No,No,Mobile,16,12,7.02,3,77,71.0,28.49,37807.15
55.0,Hombre,Valparaíso,Plata,Orgánico,No,No,Mobile,28,7,6.01,8,32,73.0,18.38,37787.2
21.0,Mujer,Santiago,Plata,Google Ads,Sí,No,Mobile,32,16,14.51,14,0,100.0,31.58,69879.88
66.0,Hombre,La Serena,Plata,Orgánico,No,Sí,Desktop,33,32,13.81,8,15,75.0,26.02,74083.79
55.0,Mujer,Concepción,Oro,Orgánico,No,Sí,Desktop,20,10,8.97,7,68,69.0,35.52,60653.62
53.0,Hombre,Puerto Montt,Bronce,Google Ads,Sí,Sí,Desktop,13,13,12.02,7,63,78.0,46.35,58984.44
60.0,Hombre,,Oro,Orgánico,No,No,Mobile,29,12,8.4,7,51,,24.84,55269.42
65.0,Mujer,Puerto Montt,Oro,Referido,No,No,Mobile,28,23,5.19,7,62,73.0,32.1,49703.55
59.0,Mujer,Santiago,Premium,Google Ads,No,No,Tablet,37,26,14.62,4,23,84.0,47.42,82222.2
57.0,Hombre,La Serena,Plata,Instagram,Sí,No,Desktop,26,24,13.55,14,37,100.0,18.52,80412.78
40.0,Hombre,Temuco,Bronce,Orgánico,No,Sí,Mobile,18,19,9.1,9,39,89.0,26.52,49986.46
42.0,Mujer,Concepción,Bronce,Email,No,No,Desktop,19,11,7.72,4,62,58.0,31.26,38677.46
45.0,Hombre,Puerto Montt,Plata,Orgánico,No,No,Desktop,22,15,7.2,5,15,90.0,29.65,40009.28
66.0,Mujer,Antofagasta,Plata,Referido,No,Sí,Desktop,21,20,15.18,8,39,82.0,19.61,65758.37
20.0,Otro,Valparaíso,Premium,Referido,No,No,Desktop,42,27,15.64,8,13,87.0,10.07,74888.69
29.0,Mujer,Concepción,Plata,Referido,No,Sí,Desktop,22,11,7.6,9,0,98.0,41.97,55233.09
55.0,Hombre,Concepción,Bronce,Email,No,Sí,Desktop,20,21,9.78,2,81,49.0,44.52,32612.96
66.0,Mujer,Rancagua,Oro,Orgánico,Sí,No,Desktop,51,24,18.82,11,5,100.0,21.58,135066.58
32.0,Hombre,Santiago,Plata,Instagram,No,No,Mobile,18,21,10.32,7,67,72.0,40.86,46411.69
40.0,Hombre,Concepción,Premium,Google Ads,No,No,Desktop,37,13,4.57,7,45,95.0,26.02,61797.0
51.0,Mujer,Antofagasta,Bronce,Orgánico,No,No,Tablet,20,7,4.81,6,60,70.0,28.55,26727.03
30.0,Mujer,Puerto Montt,Bronce,Email,Sí,No,Mobile,23,19,11.8,8,12,94.0,36.82,66764.7
19.0,Hombre,La Serena,Oro,Instagram,No,No,Mobile,35,25,9.71,6,24,79.0,25.47,76202.36
42.0,Mujer,Rancagua,Bronce,Orgánico,No,No,Mobile,10,11,7.65,3,82,54.0,23.15,33127.12
22.0,Mujer,Puerto Montt,Plata,Referido,No,Sí,Tablet,31,29,10.42,10,19,89.0,39.46,74719.13
19.0,Mujer,Puerto Montt,Oro,Orgánico,No,Sí,Tablet,22,8,8.02,4,35,71.0,31.02,30645.06
60.0,Mujer,Temuco,Oro,Email,No,Sí,Desktop,35,24,12.95,10,18,100.0,26.1,84830.61
58.0,Mujer,La Serena,Premium,Email,Sí,Sí,Desktop,40,22,11.08,8,1,91.0,27.14,72615.5
20.0,Mujer,Valparaíso,Bronce,Google Ads,Sí,No,Mobile,15,6,9.34,5,63,72.0,23.11,56324.49
35.0,Mujer,Santiago,Plata,Instagram,No,Sí,Mobile,22,29,9.08,7,57,59.0,30.72,30940.73
56.0,Otro,Puerto Montt,Premium,Google Ads,No,No,Mobile,23,11,6.88,7,33,68.0,38.14,52346.38
65.0,Mujer,Valparaíso,Oro,Email,No,Sí,Desktop,28,23,6.08,5,31,92.0,30.84,42133.13
43.0,Hombre,Antofagasta,Plata,Email,No,Sí,Tablet,18,29,14.49,7,43,78.0,27.8,62212.46
34.0,Mujer,Rancagua,Plata,Google Ads,Sí,Sí,Desktop,31,17,8.65,4,8,88.0,16.28,81225.89
62.0,Mujer,Puerto Montt,Bronce,Email,No,Sí,Tablet,20,7,3.79,5,46,74.0,22.92,37066.67
69.0,Hombre,Rancagua,Bronce,Orgánico,No,Sí,Desktop,28,25,10.14,9,15,86.0,39.16,89430.38
64.0,Mujer,Antofagasta,Premium,Instagram,No,No,Mobile,48,18,,8,9,84.0,37.1,76606.25
29.0,Hombre,Temuco,Plata,Email,No,Sí,Desktop,17,11,6.03,11,36,89.0,44.82,53684.25
44.0,Hombre,Puerto Montt,Premium,Instagram,No,No,Desktop,31,17,15.93,9,23,99.0,29.35,57031.53
25.0,Otro,Antofagasta,Bronce,Referido,Sí,Sí,Mobile,24,18,13.21,10,27,84.0,32.62,62788.28
55.0,Mujer,Valparaíso,Bronce,Email,No,No,Desktop,12,4,7.74,6,57,69.0,25.59,36170.84
41.0,Hombre,Puerto Montt,Bronce,Referido,No,No,Desktop,19,7,4.73,7,25,81.0,34.75,47308.31
29.0,Hombre,Rancagua,Plata,Instagram,No,No,Mobile,19,18,11.3,6,28,91.0,47.34,37791.8
27.0,Hombre,Puerto Montt,Plata,Orgánico,Sí,No,Mobile,30,20,12.99,11,19,100.0,46.23,82191.16
55.0,Hombre,Concepción,Bronce,Orgánico,No,No,Desktop,23,16,10.79,9,3,96.0,29.55,71421.86
61.0,Hombre,Concepción,Plata,Orgánico,Sí,Sí,Mobile,43,24,12.85,8,29,100.0,33.84,96399.35
59.0,Mujer,Rancagua,Bronce,Orgánico,Sí,No,Desktop,26,21,11.33,10,27,100.0,35.79,72995.99
36.0,Mujer,Temuco,Plata,Orgánico,No,Sí,Desktop,17,1,7.01,3,42,50.0,45.19,44048.18
49.0,Mujer,Temuco,Plata,Orgánico,No,Sí,Tablet,25,32,14.84,7,62,86.0,39.25,57821.39
27.0,Mujer,,Premium,Email,No,No,Desktop,29,18,6.58,9,15,,13.85,77413.53
66.0,Otro,Rancagua,Plata,Google Ads,No,No,Mobile,22,7,4.57,4,51,81.0,39.55,49781.37
64.0,Hombre,La Serena,Bronce,Instagram,Sí,No,Mobile,6,11,6.9,4,35,78.0,23.52,36775.98
60.0,Hombre,Valparaíso,Oro,Google Ads,No,No,Mobile,37,22,9.17,4,45,51.0,37.38,72566.48
37.0,Hombre,Antofagasta,Oro,Instagram,No,Sí,Desktop,24,17,9.5,6,5,90.0,42.97,63111.18
61.0,Hombre,La Serena,Premium,Email,No,No,Mobile,32,33,13.18,2,39,58.0,45.77,62695.36
36.0,Mujer,Valparaíso,Oro,Email,No,No,Mobile,22,14,10.32,2,39,83.0,34.14,29299.61
58.0,Hombre,Puerto Montt,Plata,Instagram,No,Sí,Mobile,18,11,8.0,3,54,56.0,40.83,62050.98
66.0,Mujer,Valparaíso,Plata,Instagram,Sí,No,Desktop,29,33,9.37,5,42,78.0,38.78,79412.65
65.0,Mujer,Antofagasta,Bronce,Email,No,No,Mobile,20,12,6.67,4,90,64.0,37.44,34507.04
63.0,Hombre,Puerto Montt,Premium,Google Ads,No,Sí,Mobile,45,16,9.66,11,52,100.0,26.95,99781.33
19.0,Hombre,Antofagasta,Oro,Referido,Sí,Sí,Mobile,46,33,17.61,7,14,88.0,28.34,93426.69
57.0,Mujer,Rancagua,Plata,Referido,No,Sí,Desktop,26,10,5.46,6,74,62.0,29.91,50664.95
33.0,Mujer,Santiago,Bronce,Instagram,No,No,Desktop,19,1,3.66,5,59,73.0,45.92,35500.83
49.0,Hombre,La Serena,Bronce,Google Ads,Sí,Sí,Mobile,44,24,16.13,10,39,100.0,10.88,87053.47
69.0,Hombre,Antofagasta,Plata,Google Ads,No,Sí,Mobile,26,21,13.43,9,45,90.0,34.67,39122.92
61.0,Mujer,Santiago,Bronce,Instagram,No,No,Desktop,23,13,6.97,4,65,45.0,47.96,41174.41
45.0,Mujer,,Plata,Referido,No,Sí,Mobile,31,15,10.21,3,57,66.0,21.25,60903.26
36.0,Mujer,Rancagua,Bronce,Instagram,No,Sí,Desktop,24,15,7.78,3,81,65.0,22.9,31440.88
25.0,Hombre,Antofagasta,Plata,Google Ads,No,No,Mobile,26,14,6.49,9,31,100.0,36.75,54471.52
29.0,Hombre,Antofagasta,Plata,Orgánico,No,No,Desktop,20,10,4.45,2,52,33.0,29.98,30046.26
62.0,Mujer,Concepción,Bronce,Referido,No,No,Tablet,9,3,0.5,5,47,62.0,31.0,27570.12
39.0,Mujer,Temuco,Bronce,Instagram,No,Sí,Mobile,22,20,12.38,2,84,16.0,34.57,33190.85
29.0,Mujer,Temuco,Plata,Referido,No,No,Mobile,26,20,6.18,6,27,77.0,30.45,38418.68
42.0,Mujer,Rancagua,Bronce,Email,No,Sí,Mobile,21,14,11.41,8,25,86.0,39.15,36741.39
52.0,Hombre,Temuco,Oro,Email,No,No,Desktop,30,18,13.18,7,31,94.0,27.71,86518.11
21.0,Hombre,Temuco,Bronce,Referido,No,No,Mobile,10,1,5.18,4,88,55.0,40.94,3073.86
23.0,Mujer,Valparaíso,Plata,Orgánico,No,Sí,Mobile,22,4,6.58,4,55,66.0,29.85,54271.38
35.0,Mujer,Concepción,Bronce,Email,No,Sí,Mobile,20,19,7.81,6,39,67.0,38.3,59724.45
36.0,Mujer,La Serena,Bronce,Orgánico,No,No,Desktop,20,10,10.07,5,49,56.0,45.51,16319.41
20.0,Hombre,Temuco,Bronce,Email,No,No,Mobile,33,30,17.12,3,41,67.0,25.07,68937.31
52.0,Otro,Rancagua,Plata,Orgánico,No,No,Desktop,18,15,7.74,5,22,73.0,29.08,48109.09
39.0,Hombre,Concepción,Bronce,Orgánico,No,Sí,Mobile,14,23,12.2,2,34,69.0,56.6,56996.27
40.0,Mujer,Temuco,Bronce,Orgánico,No,No,Mobile,27,10,7.45,7,84,65.0,20.03,44794.77
48.0,Hombre,Puerto Montt,Plata,Orgánico,No,Sí,Mobile,19,23,7.99,3,49,60.0,39.42,29201.96
41.0,Mujer,La Serena,Plata,Referido,No,Sí,Desktop,30,20,15.69,6,57,81.0,28.28,55969.53
52.0,Hombre,Valparaíso,Oro,Email,No,Sí,Desktop,32,12,11.34,3,60,,36.4,66582.07
46.0,Mujer,La Serena,Bronce,Referido,No,No,Mobile,16,12,3.08,5,54,89.0,16.22,34546.43
31.0,Mujer,Santiago,Plata,Orgánico,No,Sí,Desktop,18,22,9.11,4,41,64.0,32.94,63270.57
22.0,Mujer,Rancagua,Bronce,Google Ads,No,No,Desktop,29,9,3.9,5,52,58.0,21.81,40627.55
23.0,Mujer,Puerto Montt,Oro,Instagram,Sí,No,Mobile,40,7,11.15,12,0,100.0,25.45,95265.75
,Hombre,Puerto Montt,Oro,Email,No,Sí,Mobile,50,34,18.74,7,34,80.0,19.02,118272.08
53.0,Hombre,Santiago,Bronce,Referido,No,Sí,Mobile,13,9,13.05,7,61,71.0,32.83,46174.91
29.0,Mujer,Rancagua,Plata,Google Ads,No,Sí,Desktop,14,12,7.55,3,66,45.0,41.46,35094.74
60.0,Hombre,Antofagasta,Plata,Instagram,No,Sí,Mobile,23,9,7.75,3,56,57.0,34.83,47700.4
56.0,Mujer,La Serena,Premium,Google Ads,No,No,Mobile,43,16,12.44,8,0,93.0,32.31,81810.59
52.0,Mujer,Temuco,Plata,Google Ads,No,No,Mobile,33,16,10.83,9,56,68.0,17.89,69090.41
55.0,Hombre,Santiago,Bronce,Email,No,Sí,Mobile,23,1,12.43,6,59,58.0,26.39,47071.13
29.0,Mujer,Antofagasta,Premium,Referido,Sí,Sí,Mobile,43,23,11.53,11,5,100.0,19.46,94213.16
29.0,Mujer,Puerto Montt,Oro,Referido,No,No,Mobile,29,22,11.09,6,18,93.0,42.23,73719.37
35.0,Mujer,Concepción,Premium,Orgánico,No,No,Desktop,20,12,6.15,4,77,78.0,23.09,67152.67
36.0,Hombre,Valparaíso,Oro,Email,No,No,Mobile,23,14,9.35,6,34,75.0,22.56,70389.36
52.0,Mujer,Santiago,Oro,Instagram,No,No,Mobile,10,10,6.14,4,44,78.0,25.82,36206.98
60.0,Mujer,Puerto Montt,Oro,Referido,No,No,Desktop,26,13,9.43,9,16,100.0,19.83,55452.48
56.0,Mujer,Concepción,Premium,Referido,No,No,Mobile,43,20,12.2,10,19,100.0,39.36,96111.26
39.0,Otro,Temuco,Plata,Instagram,No,Sí,Tablet,12,17,6.85,4,92,71.0,47.1,30301.17
39.0,Hombre,Rancagua,Plata,Instagram,No,No,Desktop,25,15,9.45,3,82,45.0,20.22,39515.33
36.0,Mujer,Temuco,Plata,Orgánico,No,Sí,Desktop,14,18,11.96,5,41,86.0,31.63,34827.42
38.0,Hombre,Valparaíso,Oro,Referido,No,No,Mobile,36,21,15.56,9,45,74.0,23.41,75567.48
55.0,Hombre,Rancagua,Plata,Email,No,No,Mobile,10,18,10.16,5,49,60.0,24.25,36788.48
41.0,Mujer,Concepción,Plata,Email,Sí,No,Mobile,25,27,8.73,8,29,100.0,23.84,66998.01
61.0,Hombre,Valparaíso,Bronce,Orgánico,No,No,Mobile,24,11,8.49,3,65,51.0,40.2,45173.26
26.0,Mujer,Rancagua,Oro,Google Ads,Sí,Sí,Mobile,24,17,6.11,6,24,96.0,37.66,73612.94
36.0,Mujer,Santiago,Bronce,Referido,No,No,Mobile,5,5,5.02,2,53,64.0,43.19,20733.39
28.0,Mujer,La Serena,Oro,Email,No,Sí,Mobile,29,13,8.25,10,56,83.0,34.15,45859.24
28.0,Mujer,Valparaíso,Oro,Email,No,No,Mobile,29,26,10.7,9,8,100.0,30.46,52191.36
22.0,Mujer,Valparaíso,Bronce,Orgánico,No,Sí,Mobile,14,18,8.76,3,80,62.0,32.97,26005.8
59.0,Hombre,Antofagasta,Premium,Referido,No,No,Mobile,39,22,12.32,7,30,97.0,40.65,81121.78
57.0,Hombre,Santiago,Premium,Google Ads,No,No,Mobile,29,10,11.34,7,21,91.0,39.99,64939.91
,Mujer,La Serena,Premium,Orgánico,No,Sí,Desktop,41,15,9.3,7,31,100.0,31.62,71210.91
18.0,Mujer,Santiago,Plata,Email,Sí,No,Desktop,22,20,8.27,9,19,98.0,32.05,66413.39
34.0,Hombre,Puerto Montt,Oro,Orgánico,No,No,Mobile,21,10,8.61,5,51,76.0,35.84,65229.87
22.0,Mujer,Antofagasta,Oro,Referido,No,No,Desktop,50,12,11.36,8,42,100.0,17.72,110331.88
26.0,Mujer,Santiago,Bronce,Email,Sí,Sí,Desktop,12,8,9.67,7,56,70.0,38.77,47921.83
45.0,Hombre,Concepción,Bronce,Referido,No,No,Mobile,14,11,8.69,5,68,62.0,26.29,45105.03
68.0,Mujer,,Premium,Email,No,No,Mobile,25,20,7.86,6,61,81.0,7.44,45813.01
36.0,Hombre,Concepción,Plata,Referido,No,No,Desktop,23,17,2.56,6,35,95.0,14.15,53819.96
69.0,Hombre,Rancagua,Bronce,Orgánico,No,Sí,Tablet,15,14,5.22,3,35,53.0,29.35,53429.49
68.0,Hombre,Puerto Montt,Plata,Referido,No,Sí,Desktop,36,26,12.49,6,37,73.0,30.67,79072.19
41.0,Mujer,Santiago,Plata,Referido,No,No,Desktop,41,25,11.7,6,46,83.0,23.6,74305.36
22.0,Mujer,Rancagua,Bronce,Orgánico,No,No,Tablet,11,2,2.64,4,61,66.0,8.36,25146.43
36.0,Mujer,Antofagasta,Plata,Orgánico,No,No,Desktop,25,28,12.5,7,30,89.0,34.79,52796.99
46.0,Mujer,Concepción,Plata,Google Ads,No,No,Mobile,22,18,5.65,5,54,86.0,17.45,39759.58
53.0,Hombre,Antofagasta,Oro,Email,Sí,No,Mobile,38,17,14.02,7,35,100.0,42.61,91800.63
59.0,Hombre,Santiago,Bronce,Instagram,Sí,No,Mobile,21,13,12.71,6,20,75.0,22.98,41111.13
65.0,Mujer,Valparaíso,Plata,Orgánico,No,No,Desktop,102,12,8.77,6,46,66.0,32.86,282881.16
67.0,Mujer,Santiago,Bronce,Orgánico,No,No,Desktop,19,9,1.82,2,46,62.0,24.42,12719.1
49.0,Hombre,Valparaíso,Premium,Referido,No,Sí,Desktop,36,26,14.2,10,17,,27.52,91980.62
37.0,Mujer,Valparaíso,Bronce,Email,No,No,Mobile,11,17,13.28,6,57,66.0,38.22,31810.35
39.0,Hombre,Antofagasta,Oro,Google Ads,No,Sí,Desktop,15,17,10.08,4,57,69.0,34.45,53890.48
25.0,Hombre,Santiago,Plata,Orgánico,Sí,No,Desktop,21,22,9.05,3,72,58.0,23.1,17498.79
38.0,Mujer,Valparaíso,Oro,Orgánico,No,No,Mobile,24,15,8.05,8,45,88.0,12.17,55805.21
58.0,Hombre,Rancagua,Premium,Orgánico,No,Sí,Tablet,28,25,17.3,4,62,66.0,25.72,46950.26
57.0,Mujer,Rancagua,Bronce,Email,No,Sí,Mobile,14,9,6.49,5,59,60.0,19.79,64929.12
29.0,Hombre,Puerto Montt,Plata,Email,No,No,Mobile,35,25,10.78,2,55,83.0,42.84,55444.22
20.0,Hombre,Puerto Montt,Oro,Instagram,No,No,Desktop,22,19,12.6,5,36,84.0,9.73,73079.49
24.0,Mujer,Temuco,Oro,Orgánico,No,No,Mobile,42,22,9.89,8,38,100.0,7.24,89570.09
47.0,Hombre,Santiago,Plata,Email,No,Sí,Mobile,18,1,10.34,1,61,42.0,45.81,3000.0
38.0,Hombre,Concepción,Plata,Google Ads,No,No,Mobile,27,13,15.38,11,0,100.0,36.04,45401.68
22.0,Hombre,Rancagua,Oro,Orgánico,No,No,Mobile,30,2,8.33,4,51,59.0,28.3,56222.9
50.0,Mujer,Rancagua,Plata,Referido,Sí,No,Desktop,24,18,12.7,2,108,54.0,25.27,48176.44
63.0,Hombre,Antofagasta,Bronce,Google Ads,No,Sí,Mobile,10,8,7.6,3,51,38.0,30.74,21617.52
23.0,Otro,Antofagasta,Oro,Orgánico,No,No,Mobile,27,9,6.7,6,47,91.0,42.79,51590.9
39.0,Mujer,Puerto Montt,Premium,Instagram,No,Sí,Mobile,34,19,12.01,10,15,100.0,44.67,70514.32
35.0,Mujer,Concepción,Premium,Email,No,No,Mobile,39,15,5.87,5,62,75.0,35.8,83799.64
64.0,Mujer,Rancagua,Bronce,Google Ads,No,No,Desktop,21,9,11.54,5,23,71.0,21.8,64707.67
27.0,Hombre,Puerto Montt,Premium,Email,No,Sí,Mobile,33,19,10.9,10,0,100.0,22.38,63309.18
30.0,Hombre,Santiago,Plata,Instagram,Sí,No,Mobile,30,19,15.45,8,63,89.0,31.46,47368.4
59.0,Mujer,Rancagua,Bronce,Orgánico,No,Sí,Desktop,20,23,9.14,2,93,41.0,34.9,53218.51
47.0,Otro,Antofagasta,Bronce,Google Ads,No,No,Mobile,18,16,8.59,6,49,61.0,33.49,61939.82
38.0,Mujer,La Serena,Oro,Referido,No,No,Mobile,24,11,5.05,7,56,89.0,21.1,40070.46
51.0,Hombre,Puerto Montt,Premium,Email,No,No,Desktop,24,23,12.18,10,0,100.0,30.25,49614.62
42.0,Hombre,Antofagasta,Bronce,Instagram,No,No,Mobile,20,10,4.16,9,18,100.0,24.23,49732.44
